weight,age_group,sex,province,visibile_minority,family_income,main_activity,likely_future_edu,desired_future_edu,obstacles,obstacles_future_edu
3859.9623,25 to 34 years,Female,British Columbia,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,"University first professional degree, such as medicine, d...",Yes,Takes too long
1283.4637,15 to 24 years,Female,Alberta,Not a visible minority,"$50,000 to $74,999",Going to school,"NA","NA",No,"NA"
1920.7065,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
291.4849,45 to 54 years,Male,Manitoba,Not a visible minority,"$25,000 to $49,999",Going to school,"NA","NA","NA","NA"
2204.4574,15 to 24 years,Female,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4077.7043,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
4662.0599,25 to 34 years,Male,Quebec,Visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
2040.2105,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
1577.2144,25 to 34 years,Male,Ontario,Visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
7718.4834,15 to 24 years,Female,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
4339.2861,15 to 24 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,College or CEGEP,No,"NA"
5566.0793,15 to 24 years,Female,Quebec,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
3879.3321,15 to 24 years,Female,Manitoba,Don't know,"$25,000 to $49,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
6905.4298,15 to 24 years,Male,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,High school diploma or graduation equivalency,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
714.3424,15 to 24 years,Male,New Brunswick,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
973.5766,55 to 64 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,Non-college/Private/Commercial Certificate/Diploma,Yes,Other - Specify
837.0878,15 to 24 years,Male,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,Yes,Not able to get into program
2108.8389,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Financial situation
6831.9454,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
2384.2544,15 to 24 years,Female,Saskatchewan,Visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
8611.2465,25 to 34 years,Male,Quebec,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,Yes,Personal health
7668.2319,15 to 24 years,Male,Ontario,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
3429.3171,15 to 24 years,Male,Manitoba,Not a visible minority,"$125,000 or more",Going to school,Non-college/Private/Commercial Certificate/Diploma,University bachelor's degree,Yes,Takes too long
1487.2619,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
4422.2003,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
2774.6285,25 to 34 years,Female,Saskatchewan,Visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
1529.7794,25 to 34 years,Male,Manitoba,Visible minority,"$25,000 to $49,999",Going to school,"University first professional degree, such as medicine, d...",University Master's degree,No,"NA"
2320.6802,45 to 54 years,Male,New Brunswick,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
2110.4925,15 to 24 years,Female,British Columbia,Don't know,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
2515.1335,25 to 34 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1847.8654,15 to 24 years,Male,Ontario,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
3897.8651,15 to 24 years,Female,Ontario,Visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
2212.0508,15 to 24 years,Female,Saskatchewan,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),No,"NA"
724.9429,35 to 44 years,Female,Ontario,Visible minority,"$25,000 to $49,999",Going to school,"University first professional degree, such as medicine, d...",University Master's degree,Yes,Financial situation
6281.6445,15 to 24 years,Male,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
2840.792,15 to 24 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
2003.9813,35 to 44 years,Female,Ontario,Visible minority,"$75,000 to $99,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
1367.1302,15 to 24 years,Female,Manitoba,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
4352.2774,15 to 24 years,Male,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
3102.8222,15 to 24 years,Male,British Columbia,Visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
4748.7944,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
596.4943,15 to 24 years,Female,Prince Edward Island,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1207.7227,15 to 24 years,Male,New Brunswick,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
533.8082,25 to 34 years,Female,Saskatchewan,Visible minority,"Less than $25,000",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
3636.1885,15 to 24 years,Male,Quebec,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2417.334,15 to 24 years,Female,Alberta,Visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
5231.5458,15 to 24 years,Female,British Columbia,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...",Ph.D. (university-earned doctorate),Yes,Personal health
2062.4197,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,College or CEGEP,No,"NA"
2740.0415,15 to 24 years,Male,Alberta,Not a visible minority,"$25,000 to $49,999",Going to school,University Master's degree,University Master's degree,Yes,Other - Specify
1543.4571,25 to 34 years,Male,Nova Scotia,Not a visible minority,"$100,000 to $124,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
2891.5189,15 to 24 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
416.1822,15 to 24 years,Male,Prince Edward Island,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
965.6747,15 to 24 years,Female,New Brunswick,Not a visible minority,"$50,000 to $74,999",Going to school,"NA",College or CEGEP,No,"NA"
3410.0486,15 to 24 years,Male,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
2453.7637,25 to 34 years,Female,Ontario,Visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,University bachelor's degree,Yes,Other - Specify
1693.7309,15 to 24 years,Male,Ontario,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3709.2627,15 to 24 years,Male,Ontario,Visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3625.2337,25 to 34 years,Male,Quebec,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
6979.6347,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),No,"NA"
5194.5596,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
5214.9861,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
6440.4197,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
3734.1694,15 to 24 years,Female,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,University Master's degree,University bachelor's degree,No,"NA"
3378.792,15 to 24 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,University Master's degree,No,"NA"
4748.7944,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,Ph.D. (university-earned doctorate),University Master's degree,Yes,Financial situation
4005.7253,15 to 24 years,Male,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,Other,"University first professional degree, such as medicine, d...",Yes,Financial situation
8051.7404,15 to 24 years,Female,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2137.2555,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
441.8088,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3097.4969,15 to 24 years,Female,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
4459.5023,35 to 44 years,Female,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
